"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"WikiPathways"	"Reactome Pathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"-2917238921869034502"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5508_c0_g1_i1.p1"	"SMED3_DN5508_c0_g1_i1.p1"	"0.000"	"181.549"	"48"	"36"	"331"	"36"	"914"	"103.0"	"7.08"	"3298"	"36"	""	""	""	""	""	"SMED3_DN5508_c0_g1_i1.p1"	""	""	""	""	"0"	"5.099"	"9.453"	"1.941"	"1.854"	"0.381"	"0.205"	"0.116761091630761"	"0.00470238900602287"	"0.999999999971976"	"0.382748974286688"	"0.312532393204702"	"0.0116430194270252"	"21362611.4602076"	"108924689.89408"	"201937972.256416"	"41470700.5431333"	"50.81"	"5.97"	"9.63"	"32.45"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2685114770854889396"	"False"	"High"	"IsMasterProtein"	"SMED3_DN7431_c1_g1_i4.p1"	"SMED3_DN7431_c1_g1_i4.p1"	"0.000"	"178.158"	"31"	"42"	"172"	"42"	"1684"	"192.2"	"5.78"	"1627"	"42"	""	""	""	""	""	"SMED3_DN7431_c1_g1_i4.p1"	""	""	""	""	"0"	"1.518"	"2.548"	"4.168"	"1.678"	"2.745"	"1.636"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"5556929.36874158"	"8437138.38251243"	"14159049.0483311"	"23161800.8754177"	"128.58"	"107.28"	"36.84"	"82.49"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"817188861458420045"	"False"	"High"	"IsMasterProtein"	"SMED3_DN8961_c0_g1_i1.p1"	"SMED3_DN8961_c0_g1_i1.p1"	"0.000"	"177.830"	"71"	"26"	"496"	"26"	"534"	"59.2"	"5.15"	"6646"	"26"	""	""	""	""	""	"SMED3_DN8961_c0_g1_i1.p1"	""	""	""	""	"0"	"2.157"	"2.755"	"1.646"	"1.277"	"0.763"	"0.598"	"0.460084675609046"	"0.131327245966297"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.91345492076867"	"79445397.0261299"	"171395869.859956"	"218834212.497518"	"130773232.381796"	"53.89"	"27.02"	"24.17"	"14.46"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-3421596689216052164"	"False"	"High"	"IsMasterProtein"	"SMED3_DN11642_c0_g1_i1.p1"	"SMED3_DN11642_c0_g1_i1.p1"	"0.000"	"177.642"	"59"	"31"	"526"	"31"	"504"	"58.0"	"6.67"	"7853"	"31"	""	""	""	""	""	"SMED3_DN11642_c0_g1_i1.p1"	""	""	""	""	"0"	"0.056"	"0.010"	"0.662"	"0.057"	"11.932"	"100.000"	"0.441870659460083"	"0.0172098973188235"	"0.999999999971976"	"0.269930427765828"	"0.764415270277646"	"0.0235443009185909"	"3937717661.72966"	"218579612.678935"	"12482848.8686629"	"2608122740.96752"	"47.89"	"31.48"	"148.59"	"43.37"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"6743696734815443215"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1591_c2_g1_i8.p1"	"SMED3_DN1591_c2_g1_i8.p1"	"0.000"	"176.417"	"49"	"28"	"304"	"28"	"713"	"79.6"	"8.19"	"3287"	"28"	""	""	""	""	""	"SMED3_DN1591_c2_g1_i8.p1"	""	""	""	""	"0"	"55.741"	"4.139"	"16.113"	"0.074"	"0.289"	"3.893"	"0.70705617765998"	"0.999999997659797"	"0.999999999971976"	"0.769202600522843"	"0.999999999979186"	"0.999999999609416"	"1795949.82879752"	"100107250.556876"	"7432872.34581981"	"28937417.4604837"	"165.42"	"29.46"	"135.08"	"94.70"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-7581040842598625293"	"False"	"High"	"IsMasterProtein"	"SMED3_DN10270_c0_g1_i4.p1"	"SMED3_DN10270_c0_g1_i4.p1"	"0.000"	"174.158"	"27"	"54"	"197"	"52"	"2319"	"272.1"	"5.14"	"933"	"54"	""	""	""	""	""	"SMED3_DN10270_c0_g1_i4.p1"	""	""	""	""	"0"	"1.152"	"2.536"	"1.479"	"2.201"	"1.284"	"0.583"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"9524532.69776927"	"10976154.7467449"	"24156701.1115254"	"14090355.2041367"	"9.94"	"74.08"	""	"10.94"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"3565761349249987570"	"False"	"High"	"IsMasterProtein"	"SMED3_DN18905_c0_g2_i3.p1"	"SMED3_DN18905_c0_g2_i3.p1"	"0.000"	"173.415"	"47"	"35"	"374"	"35"	"832"	"95.8"	"9.38"	"4500"	"35"	""	""	""	""	""	"SMED3_DN18905_c0_g2_i3.p1"	""	""	""	""	"0"	"0.188"	"0.015"	"1.063"	"0.082"	"5.660"	"69.290"	"0.568884123494254"	"0.0332470631835981"	"0.999999999971976"	"0.350374822974308"	"0.917957327463743"	"0.038508058676556"	"1291025546.66667"	"242508865.153262"	"19809879.416958"	"1372629598.26562"	"39.46"	"62.53"	"140.38"	"13.10"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5670606466572270166"	"False"	"High"	"IsMasterProtein"	"SMED3_DN12759_c0_g1_i1.p1"	"SMED3_DN12759_c0_g1_i1.p1"	"0.000"	"172.953"	"48"	"20"	"336"	"20"	"504"	"56.8"	"9.32"	"4343"	"20"	""	""	""	""	""	"SMED3_DN12759_c0_g1_i1.p1"	""	""	""	""	"0"	"0.042"	"0.020"	"2.722"	"0.462"	"64.451"	"100.000"	""	"0.00690820054210403"	"0.999999999971976"	""	""	"0.00470545234495015"	"162357132.05586"	"6856809.83778551"	"3166109.43135807"	"441929264.895307"	"56.10"	""	"43.62"	"33.49"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6037739586616122924"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2269_c0_g1_i14.p1"	"SMED3_DN2269_c0_g1_i14.p1"	"0.000"	"169.588"	"61"	"19"	"445"	"6"	"451"	"50.0"	"5.10"	"5756"	"19"	""	""	""	""	""	"SMED3_DN2269_c0_g1_i14.p1"	""	""	""	""	"0"	"8.308"	"0.458"	"3.333"	"0.055"	"0.401"	"7.276"	"0.719479112250792"	"0.999999997659797"	"0.999999999971976"	"0.28186351371774"	"0.999999999979186"	"0.732016282864631"	"89168855.4310857"	"740845732.966141"	"40852106.1639721"	"297225607.094783"	"98.40"	"50.89"	"138.73"	"31.35"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6949968973865079181"	"False"	"High"	"IsMasterProtein"	"SMED3_DN144265_c0_g1_i1.p1"	"SMED3_DN144265_c0_g1_i1.p1"	"0.000"	"168.845"	"45"	"29"	"419"	"27"	"795"	"91.2"	"5.48"	"5383"	"29"	""	""	""	""	""	"SMED3_DN144265_c0_g1_i1.p1"	""	""	""	""	"0"	"13.630"	"0.278"	"1.363"	"0.020"	"0.100"	"4.895"	"0.580702057442377"	"0.995715799308928"	"0.999999999971976"	"0.0993766891629214"	"0.874272794735297"	"0.930327720631418"	"21280857.3333333"	"290054282.910697"	"5925629.928297"	"29008876.1702217"	"116.51"	"48.91"	"130.89"	"101.61"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7429902436550934859"	"False"	"High"	"IsMasterProtein"	"SMED3_DN25136_c0_g1_i1.p1"	"SMED3_DN25136_c0_g1_i1.p1"	"0.000"	"166.803"	"73"	"30"	"367"	"30"	"549"	"62.6"	"9.67"	"3196"	"30"	""	""	""	""	""	"SMED3_DN25136_c0_g1_i1.p1"	""	""	""	""	"0"	"1.376"	"0.683"	"1.283"	"0.496"	"0.932"	"1.878"	"0.470495473515982"	"0.512076256544888"	"0.999999999971976"	"0.0358642360317559"	"0.999999999979186"	"0.11220860169494"	"44360935.0090138"	"61054557.6062607"	"30302122.8578403"	"56897539.8377705"	"8.64"	"42.68"	"19.60"	"3.77"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-588520705177546176"	"False"	"High"	"IsMasterProtein"	"SMED3_DN9983_c0_g1_i1.p1"	"SMED3_DN9983_c0_g1_i1.p1"	"0.000"	"166.174"	"46"	"36"	"290"	"36"	"838"	"97.3"	"6.48"	"2752"	"36"	""	""	""	""	""	"SMED3_DN9983_c0_g1_i1.p1"	""	""	""	""	"0"	"1.778"	"0.459"	"1.347"	"0.258"	"0.758"	"2.931"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"87089774.4823971"	"154811297.767397"	"40012734.2221931"	"117284754.330368"	"61.23"	"19.36"	""	"21.80"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"2615841210079492657"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4377_c0_g1_i2.p1"	"SMED3_DN4377_c0_g1_i2.p1"	"0.000"	"165.950"	"66"	"25"	"877"	"23"	"284"	"32.9"	"4.59"	"11224"	"25"	""	""	""	""	""	"SMED3_DN4377_c0_g1_i2.p1"	""	""	""	""	"0"	"0.406"	"0.199"	"0.575"	"0.489"	"1.417"	"2.895"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.950299056174345"	"0.999999999979186"	"0.999999999609416"	"2953242794.41601"	"1198051242.21138"	"586315894.452107"	"1697285673.4009"	"74.67"	"36.51"	"18.17"	"70.78"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8285217437354725233"	"False"	"High"	"IsMasterProtein"	"SMED3_DN126_c0_g4_i1.p1"	"SMED3_DN126_c0_g4_i1.p1"	"0.000"	"165.775"	"58"	"28"	"778"	"28"	"503"	"56.7"	"5.02"	"11014"	"28"	""	""	""	""	""	"SMED3_DN126_c0_g4_i1.p1"	""	""	""	""	"0"	"4.876"	"1.148"	"1.650"	"0.236"	"0.338"	"1.437"	"0.195642249781994"	"0.94355096403019"	"0.999999999971976"	"0.153902258590081"	"0.607388822293724"	"0.999999999609416"	"250598602.666667"	"1221818352.23481"	"287752278.83713"	"413417670.80733"	"45.01"	"20.17"	"59.71"	"20.08"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8690081779793343110"	"False"	"High"	"IsMasterProtein"	"SMED3_DN18687_c0_g1_i1.p1"	"SMED3_DN18687_c0_g1_i1.p1"	"0.000"	"163.119"	"68"	"18"	"519"	"15"	"337"	"37.0"	"7.59"	"6303"	"18"	""	""	""	""	""	"SMED3_DN18687_c0_g1_i1.p1"	""	""	""	""	"0"	"10.584"	"6.662"	"4.712"	"0.629"	"0.445"	"0.707"	"0.470200275022975"	"0.454479855496866"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"135315042.219553"	"1432172061.64533"	"901422071.463387"	"637641471.59796"	"128.57"	"10.05"	"29.98"	"47.90"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7647233274962465195"	"False"	"High"	"IsMasterProtein"	"SMED3_DN4802_c0_g2_i7.p1"	"SMED3_DN4802_c0_g2_i7.p1"	"0.000"	"162.072"	"48"	"18"	"381"	"18"	"432"	"46.8"	"6.96"	"4674"	"18"	""	""	""	""	""	"SMED3_DN4802_c0_g2_i7.p1"	""	""	""	""	"0"	"3.618"	"2.054"	"2.510"	"0.568"	"0.694"	"1.222"	"0.560457271703618"	"0.699615530110696"	"0.999999999971976"	"0.993555308822808"	"0.999999999979186"	"0.999999999609416"	"179519638.646876"	"649556558.531286"	"368802919.474507"	"450659164.934059"	"83.82"	"21.25"	"18.52"	"31.83"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4753167293529429092"	"False"	"High"	"IsMasterProtein"	"SMED3_DN48154_c0_g1_i2.p1"	"SMED3_DN48154_c0_g1_i2.p1"	"0.000"	"161.200"	"27"	"44"	"207"	"44"	"2247"	"244.5"	"5.31"	"1896"	"44"	""	""	""	""	""	"SMED3_DN48154_c0_g1_i2.p1"	""	""	""	""	"0"	"1.120"	"0.514"	"0.942"	"0.459"	"0.841"	"1.833"	"0.999999960808529"	"0.614584452779071"	"0.999999999971976"	"0.375901306933403"	"0.999999999979186"	"0.922475215259509"	"24945872.1656718"	"27937786.5110261"	"12814779.8717258"	"23489449.7307144"	"6.90"	"5.99"	"62.88"	"21.96"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4155367153969888648"	"False"	"High"	"IsMasterProtein"	"CON_P13645"	"Keratin, type I cytoskeletal 10 OS=Homo sapiens GN=KRT10 PE=1 SV=6"	"0.000"	"160.729"	"49"	"24"	"458"	"18"	"584"	"58.8"	"5.21"	"5892"	"24"	"cell organization and biogenesis;protein metabolism;other metabolic processes;other biological processes"	"plasma membrane;cytosol;cytoskeleton;other cell component"	"bone, tooth or skin structural activity;other molecular function"	"Pf00038"	"3858"	"CON_P13645; hsa:3858; P13645; Q14664; Q8N175"	"ENSG00000186395"	"KRT10"	""	"Formation of the cornified envelope"	"2"	"0.894"	"6.127"	"0.429"	"6.854"	"0.480"	"0.070"	"0.999999960808529"	"0.0489549422861796"	"0.999999999971976"	"0.077079923203351"	"0.999999999979186"	"0.0192236847099626"	"152374959.329735"	"136212936.179675"	"933611535.353727"	"65383820.7171432"	"38.10"	"27.06"	"87.03"	"70.72"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"962934241035357355"	"False"	"High"	"IsMasterProtein"	"SMED3_DN47640_c0_g2_i1.p1"	"SMED3_DN47640_c0_g2_i1.p1"	"0.000"	"159.733"	"44"	"37"	"316"	"37"	"888"	"104.7"	"5.45"	"2446"	"37"	""	""	""	""	""	"SMED3_DN47640_c0_g2_i1.p1"	""	""	""	""	"0"	"3.025"	"2.229"	"0.674"	"0.737"	"0.223"	"0.302"	"0.280537965372366"	"0.249092504053557"	"0.999999999971976"	"0.850343730044436"	"0.485582453123194"	"0.333031812216407"	"15472743.2536437"	"46804637.6870221"	"34495889.9873542"	"10420953.2941952"	"59.21"	"22.64"	"14.52"	"25.85"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1412952833010183372"	"False"	"High"	"IsMasterProtein"	"SMED3_DN47233_c0_g3_i2.p1"	"SMED3_DN47233_c0_g3_i2.p1"	"0.000"	"158.129"	"69"	"18"	"507"	"16"	"379"	"40.5"	"7.61"	"6220"	"18"	""	""	""	""	""	"SMED3_DN47233_c0_g3_i2.p1"	""	""	""	""	"0"	"1.068"	"0.579"	"1.177"	"0.542"	"1.101"	"2.033"	"0.999999960808529"	"0.36481272529933"	"0.999999999971976"	"0.0982226239525932"	"0.999999999979186"	"0.0807867202569525"	"233123473.508599"	"249088323.848502"	"134952343.906556"	"274322367.872487"	"21.33"	"17.19"	"19.58"	"12.22"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-790800756531718566"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2718_c0_g1_i8.p1"	"SMED3_DN2718_c0_g1_i8.p1"	"0.000"	"155.960"	"14"	"48"	"137"	"48"	"3677"	"430.1"	"9.57"	"1132"	"48"	""	""	""	""	""	"SMED3_DN2718_c0_g1_i8.p1"	""	""	""	""	"0"	""	"100.000"	""	"100.000"	""	"0.010"	""	""	""	""	""	""	""	""	"60521898.4532838"	""	""	""	"96.17"	""	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"1371706195734232808"	"False"	"High"	"IsMasterProtein"	"SMED3_DN5940_c0_g1_i1.p1"	"SMED3_DN5940_c0_g1_i1.p1"	"0.000"	"154.400"	"40"	"33"	"242"	"26"	"1017"	"112.6"	"6.02"	"2202"	"33"	""	""	""	""	""	"SMED3_DN5940_c0_g1_i1.p1"	""	""	""	""	"0"	"5.267"	"4.481"	"1.542"	"0.851"	"0.293"	"0.344"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"12810100.7077059"	"67471777.2262906"	"57407819.5071938"	"19756986.8293755"	"111.73"	"51.46"	""	"36.79"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"1594928011129490967"	"False"	"High"	"IsMasterProtein"	"SMED3_DN780_c2_g2_i1.p1"	"SMED3_DN780_c2_g2_i1.p1"	"0.000"	"153.573"	"39"	"32"	"257"	"29"	"1022"	"113.3"	"5.78"	"2670"	"32"	"transport"	"plasma membrane;other membranes"	"transporter activity;other molecular function"	"Pf00122, Pf00689, Pf00690, Pf00702, Pf13246"	""	"M4LUP7; SMED3_DN780_c2_g2_i1.p1"	""	"ATP12A"	""	""	"0"	"3.136"	"0.200"	"3.714"	"0.064"	"1.184"	"18.564"	"0.999999960808529"	"0.670616796372437"	"0.999999999971976"	"0.220822750662416"	"0.999999999979186"	"0.184665010755949"	"98280249.5501398"	"308232711.540029"	"19662238.5967241"	"365007716.871553"	"82.90"	"26.41"	"139.05"	"15.11"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"3362606593431468916"	"False"	"High"	"IsMasterProtein"	"SMED3_DN144951_c0_g1_i1.p1"	"SMED3_DN144951_c0_g1_i1.p1"	"0.000"	"153.444"	"56"	"25"	"233"	"25"	"546"	"59.7"	"5.63"	"2263"	"25"	""	""	""	""	""	"SMED3_DN144951_c0_g1_i1.p1"	""	""	""	""	"0"	"33.064"	"17.529"	"8.755"	"0.530"	"0.265"	"0.499"	"0.524532519931587"	"0.438815923703677"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"2027780.72760877"	"67046879.9733877"	"35545237.2229823"	"17753372.6598792"	"153.37"	"37.77"	"38.40"	"51.36"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5617498087950682961"	"False"	"High"	"IsMasterProtein"	"SMED3_DN515_c0_g1_i1.p1"	"SMED3_DN515_c0_g1_i1.p1"	"0.000"	"153.008"	"43"	"14"	"1232"	"2"	"396"	"44.1"	"6.11"	"11991"	"14"	""	""	""	""	""	"SMED3_DN515_c0_g1_i1.p1"	""	""	""	""	"0"	"5.754"	"0.010"	"4.386"	"0.010"	"0.762"	"100.000"	"0.999999960808529"	""	"0.999999999971976"	""	"0.999999999979186"	""	"12667542.9124158"	"72888268.9691468"	""	"55560200.3415101"	"153.66"	"62.76"	""	"92.88"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"Not Found"	"High"	"High"	"High"	"1"	""
"4766859048580334506"	"False"	"High"	"IsMasterProtein"	"SMED3_DN96_c0_g1_i16.p1"	"SMED3_DN96_c0_g1_i16.p1"	"0.000"	"152.505"	"40"	"24"	"308"	"21"	"740"	"79.3"	"5.31"	"3234"	"24"	""	""	""	""	""	"SMED3_DN96_c0_g1_i16.p1"	""	""	""	""	"0"	"7.329"	"6.527"	"1.202"	"0.891"	"0.164"	"0.184"	"0.0463406316754726"	"0.00670601332496277"	"0.999999999971976"	"0.999999960583619"	"0.14120631296749"	"0.0204006703576901"	"34736569.1666667"	"254587307.646563"	"226725255.894999"	"41747262.3487445"	"47.11"	"27.10"	"11.47"	"24.72"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7952656327357245837"	"False"	"High"	"IsMasterProtein"	"SMED3_DN3567_c1_g1_i3.p1"	"SMED3_DN3567_c1_g1_i3.p1"	"0.000"	"151.277"	"37"	"28"	"211"	"28"	"898"	"102.8"	"6.35"	"2640"	"28"	""	""	""	""	""	"SMED3_DN3567_c1_g1_i3.p1"	""	""	""	""	"0"	"18.714"	"1.701"	"5.916"	"0.091"	"0.316"	"3.479"	"0.850707609762769"	"0.999999997659797"	"0.999999999971976"	"0.82627008581863"	"0.999999999979186"	"0.999999999609416"	"4842750.34534191"	"90625633.8463227"	"8235564.20604184"	"28651057.195094"	"145.69"	"55.09"	"138.15"	"50.70"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4747530908268870684"	"False"	"High"	"IsMasterProtein"	"SMED3_DN202_c0_g4_i3.p1"	"SMED3_DN202_c0_g4_i3.p1"	"0.000"	"149.371"	"53"	"36"	"233"	"36"	"808"	"92.9"	"9.38"	"2441"	"36"	""	""	""	""	""	"SMED3_DN202_c0_g4_i3.p1"	""	""	""	""	"0"	"19.563"	"39.324"	"6.508"	"2.010"	"0.333"	"0.165"	"0.743203732460708"	""	"0.999999999971976"	""	"0.999999999979186"	""	"1643770.57512593"	"32156735.0201032"	"64639043.3130792"	"10697447.2432858"	"159.15"	"4.04"	""	"59.31"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"3845180529316658402"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1467_c0_g1_i2.p1"	"SMED3_DN1467_c0_g1_i2.p1"	"0.000"	"149.302"	"43"	"25"	"350"	"9"	"714"	"82.0"	"5.08"	"3945"	"25"	""	""	""	""	""	"SMED3_DN1467_c0_g1_i2.p1"	""	""	""	""	"0"	"10.562"	"0.455"	"1.791"	"0.043"	"0.170"	"3.937"	"0.490084512698553"	"0.999999997659797"	"0.999999999971976"	"0.222368840238773"	"0.999999999979186"	"0.999999999609416"	"13551879.6159273"	"143128702.281329"	"6165079.04330583"	"24271511.8218067"	"34.17"	"55.40"	"134.41"	"34.21"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"5449770128653317074"	"False"	"High"	"IsMasterProtein"	"CON_P15636"	"Protease 1 OS=Achromobacter lyticus PE=1 SV=1"	"0.000"	"148.871"	"22"	"10"	"1041"	"10"	"653"	"68.1"	"7.24"	"9908"	"10"	"protein metabolism"	"non-structural extracellular"	"other molecular function"	"Pf01483, Pf18911"	""	"CON_P15636"	""	""	""	""	"0"	"0.774"	"2.415"	"0.809"	"3.121"	"1.045"	"0.335"	"0.999999960808529"	"0.141427214909763"	"0.999999999971976"	"0.235257079703095"	"0.999999999979186"	"0.108269517553748"	"7912227327.18242"	"6121826860.11982"	"19106452718.2367"	"6398016584.42263"	"45.68"	"36.24"	"40.78"	"36.89"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-5204709805223480784"	"False"	"High"	"IsMasterProtein"	"SMED3_DN2478_c0_g1_i1.p1"	"SMED3_DN2478_c0_g1_i1.p1"	"0.000"	"146.319"	"11"	"37"	"92"	"37"	"3259"	"387.5"	"10.23"	"812"	"37"	""	""	""	""	""	"SMED3_DN2478_c0_g1_i1.p1"	""	""	""	""	"0"	"0.816"	"5.895"	"0.215"	"7.224"	"0.263"	"0.036"	"0.999999960808529"	"0.554744173352875"	"0.999999999971976"	"0.321172467864124"	"0.999999999979186"	"0.170949346803562"	"3131530.8473789"	"2555391.14323101"	"18460645.586164"	"672156.977972237"	"86.20"	"62.62"	"145.30"	"24.85"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"8399206444653115958"	"False"	"High"	"IsMasterProtein"	"SMED3_DN1320_c0_g1_i9.p1"	"SMED3_DN1320_c0_g1_i9.p1"	"0.000"	"145.882"	"56"	"24"	"601"	"22"	"284"	"32.4"	"4.64"	"8407"	"24"	""	""	""	""	""	"SMED3_DN1320_c0_g1_i9.p1"	""	""	""	""	"0"	"0.337"	"0.261"	"0.570"	"0.776"	"1.693"	"2.181"	"0.999999960808529"	"0.999999997659797"	"0.999999999971976"	"0.999999960583619"	"0.999999999979186"	"0.999999999609416"	"2338471060.73027"	"787447725.69039"	"611335645.664546"	"1333382561.612"	"80.47"	"47.03"	"19.31"	"72.52"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
