"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"5816870273003996752"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN9287_c0_g1_i5.p1"	"ONUN2_DN9287_c0_g1_i5.p1"	"0.000"	"294.037"	"76"	"26"	"1130"	"6"	"446"	"50.1"	"5.00"	"16203"	"26"	""	""	""	""	""	"ONUN2_DN9287_c0_g1_i5.p1"	""	""	""	""	"0"	"10.732"	"3.137"	"2.845"	"0.292"	"0.265"	"0.907"	"0.329542613631015"	"0.999999999117813"	"0.999999999999392"	"0.412001769635505"	"0.993899006555599"	"0.999999999645348"	"57966115.5835469"	"622084005.333333"	"181810857.447958"	"164936498.659946"	"70.35"	"7.55"	"85.91"	"26.46"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1842627221195585992"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN566_c1_g2_i1.p1"	"ONUN2_DN566_c1_g2_i1.p1"	"0.000"	"286.222"	"76"	"25"	"1504"	"3"	"376"	"41.8"	"5.59"	"21396"	"25"	""	""	""	""	""	"ONUN2_DN566_c1_g2_i1.p1"	""	""	""	""	"0"	"0.863"	"0.518"	"0.933"	"0.600"	"1.081"	"1.802"	"0.999999999853134"	"0.86423518055129"	"0.999999999999392"	"0.70414195927419"	"0.999999999988872"	"0.820040951561434"	"1320315378.62753"	"1139201055.5"	"683426450.130675"	"1231555508.40494"	"35.56"	"21.48"	"91.91"	"12.29"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-6120814965100595881"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1166_c0_g1_i9.p1"	"ONUN2_DN1166_c0_g1_i9.p1"	"0.000"	"276.959"	"44"	"46"	"468"	"46"	"1210"	"136.4"	"5.88"	"5701"	"46"	""	""	""	""	""	"ONUN2_DN1166_c0_g1_i9.p1"	""	""	""	""	"0"	"0.739"	"3.386"	"0.352"	"4.582"	"0.477"	"0.104"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.834563850721298"	"0.999999999988872"	"0.496456238875918"	"216642287.970463"	"160073210.666667"	"733495585.853712"	"76365309.8497947"	"100.49"	"96.70"	"36.12"	"94.19"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8931275388357004415"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1987_c0_g1_i1.p1"	"ONUN2_DN1987_c0_g1_i1.p1"	"0.000"	"275.043"	"22"	"72"	"230"	"72"	"4371"	"479.7"	"5.31"	"2040"	"72"	""	""	""	""	""	"ONUN2_DN1987_c0_g1_i1.p1"	""	""	""	""	"0"	"100.000"	"100.000"	""	"19.491"	"0.010"	"0.010"	""	""	""	"0.108507460434667"	""	""	""	"2033254.50425069"	"39629286.0811002"	""	""	"89.27"	"55.75"	""	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"2805191975963139637"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN888_c0_g1_i2.p1"	"ONUN2_DN888_c0_g1_i2.p1"	"0.000"	"271.195"	"22"	"68"	"265"	"64"	"3338"	"388.4"	"9.36"	"2511"	"68"	""	""	""	""	""	"ONUN2_DN888_c0_g1_i2.p1"	""	""	""	""	"0"	"0.055"	"1.226"	"0.520"	"22.462"	"9.520"	"0.424"	"0.0816821935843745"	"0.999999999117813"	"0.999999999999392"	"0.094774915272673"	"0.271745613607041"	"0.999999999645348"	"97148835.4010448"	"5303071.74262575"	"119115686.509323"	"50484471.028235"	"43.36"	"66.41"	"68.79"	"37.68"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"3930729616349454176"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN15_c1_g1_i1.p1"	"ONUN2_DN15_c1_g1_i1.p1"	"0.000"	"261.490"	"80"	"22"	"903"	"22"	"362"	"39.5"	"8.35"	"13465"	"22"	""	""	""	""	""	"ONUN2_DN15_c1_g1_i1.p1"	""	""	""	""	"0"	"1.587"	"1.468"	"2.580"	"0.925"	"1.626"	"1.758"	"0.825361338168595"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"571600304.439168"	"906984944.73505"	"838959952.550659"	"1474995416.00923"	"69.83"	"8.76"	"57.26"	"41.76"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1511493886818154332"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7646_c0_g1_i1.p1"	"ONUN2_DN7646_c0_g1_i1.p1"	"0.000"	"255.283"	"41"	"57"	"461"	"54"	"1683"	"192.2"	"5.80"	"5063"	"57"	""	""	""	""	""	"ONUN2_DN7646_c0_g1_i1.p1"	""	""	""	""	"0"	"7.164"	"1.483"	"2.310"	"0.207"	"0.322"	"1.558"	"0.257244620454942"	"0.999999999117813"	"0.999999999999392"	"0.133070660083648"	"0.552946561500388"	"0.999999999645348"	"8294730.58784213"	"59422588.1674596"	"12303085.254693"	"19162768.6986089"	"86.79"	"43.82"	"67.03"	"44.12"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"1842243804943999724"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6628_c0_g1_i1.p1"	"ONUN2_DN6628_c0_g1_i1.p1"	"0.000"	"253.791"	"76"	"29"	"769"	"29"	"533"	"59.2"	"5.24"	"11566"	"29"	""	""	""	""	""	"ONUN2_DN6628_c0_g1_i1.p1"	""	""	""	""	"0"	"0.677"	"1.225"	"2.069"	"1.809"	"3.055"	"1.689"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.984403933126888"	"0.999999999645348"	"768749771.146091"	"520662048"	"941782532.60427"	"1590825360.43094"	"88.13"	"2.67"	"39.34"	"51.24"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"7601277440931918257"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN228_c0_g1_i2.p1"	"ONUN2_DN228_c0_g1_i2.p1"	"0.000"	"251.278"	"56"	"44"	"566"	"34"	"837"	"96.9"	"6.44"	"6140"	"44"	""	""	""	""	""	"ONUN2_DN228_c0_g1_i2.p1"	""	""	""	""	"0"	"1.197"	"0.162"	"1.046"	"0.136"	"0.874"	"6.438"	"0.999999999853134"	"0.0102318406314548"	"0.999999999999392"	"0.0110650974044476"	"0.999999999988872"	"0.00674062019097144"	"328659521.842267"	"393368995.074614"	"53383791.1300468"	"343659296.238032"	"15.59"	"4.94"	"41.22"	"47.17"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-3766289796566331919"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5262_c0_g1_i2.p1"	"ONUN2_DN5262_c0_g1_i2.p1"	"0.000"	"246.187"	"77"	"28"	"842"	"15"	"362"	"39.3"	"8.40"	"12018"	"28"	""	""	""	""	""	"ONUN2_DN5262_c0_g1_i2.p1"	""	""	""	""	"0"	"1.198"	"0.454"	"1.735"	"0.379"	"1.448"	"3.823"	"0.999999999853134"	"0.599970089945575"	"0.999999999999392"	"0.245194672995202"	"0.999999999988872"	"0.096083263361653"	"237496543.657532"	"284553447.760916"	"107803319.164298"	"412162029.090334"	"59.60"	"8.66"	"14.85"	"39.38"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-502899662474355280"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2328_c0_g1_i8.p1"	"ONUN2_DN2328_c0_g1_i8.p1"	"0.000"	"239.104"	"27"	"53"	"319"	"49"	"2559"	"283.9"	"4.96"	"4107"	"53"	""	""	""	""	""	"ONUN2_DN2328_c0_g1_i8.p1"	""	""	""	""	"0"	"6.694"	"1.332"	"0.448"	"0.199"	"0.067"	"0.336"	"0.140345967335265"	"0.999999999117813"	"0.999999999999392"	"0.16479480456301"	"0.117673578685407"	"0.673070302691522"	"35736709.9270674"	"239228341.713055"	"47587869.0982555"	"16006375.4998991"	"15.75"	"51.77"	"88.03"	"25.35"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-232308826729645626"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN349_c1_g1_i1.p1"	"ONUN2_DN349_c1_g1_i1.p1"	"0.000"	"234.693"	"76"	"25"	"725"	"6"	"444"	"49.7"	"4.89"	"9478"	"25"	""	""	""	""	""	"ONUN2_DN349_c1_g1_i1.p1"	""	""	""	""	"0"	"0.695"	"0.517"	"1.240"	"0.744"	"1.785"	"2.401"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"55139937.0449819"	"38313359.9659487"	"28487940.4545895"	"68398190.7349702"	"85.98"	"30.53"	"67.15"	"47.34"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	""
"5392794384020265920"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2891_c0_g1_i9.p1"	"ONUN2_DN2891_c0_g1_i9.p1"	"0.000"	"229.960"	"55"	"26"	"810"	"15"	"648"	"70.9"	"5.74"	"12007"	"26"	""	""	""	""	""	"ONUN2_DN2891_c0_g1_i9.p1"	""	""	""	""	"0"	"11.703"	"3.060"	"4.145"	"0.261"	"0.354"	"1.355"	"0.0670746535934052"	"0.666576380592366"	"0.999999999999392"	"0.153633880040055"	"0.716646353230727"	"0.994346633025079"	"64382496.3489177"	"753486097.229387"	"196981607.018193"	"266897035.777146"	"78.37"	"18.20"	"17.87"	"55.82"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-2785970049944368234"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4914_c1_g1_i3.p1"	"ONUN2_DN4914_c1_g1_i3.p1"	"0.000"	"228.046"	"63"	"26"	"513"	"26"	"497"	"56.5"	"9.07"	"7631"	"26"	""	""	""	""	""	"ONUN2_DN4914_c1_g1_i3.p1"	""	""	""	""	"0"	"0.010"	"0.298"	"5.765"	"65.922"	"100.000"	"19.319"	"0.044349190681854"	"0.375777872215731"	"0.999999999999392"	"0.0443162632818161"	"0.0225264748681245"	"0.048543755586167"	"513922569.472967"	"2326417.59029455"	"153362110.59656"	"2962803157.69688"	"70.28"	"35.83"	"87.51"	"4.92"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7479442399663165637"	"False"	"High"	"IsMasterProtein"	"CON_P02769"	"Serum albumin OS=Bos taurus GN=ALB PE=1 SV=4"	"0.000"	"226.603"	"62"	"35"	"129"	"33"	"607"	"69.2"	"6.18"	"1713"	"35"	"stress response;other biological processes"	"non-structural extracellular;other cell component"	"nucleic acid binding activity;other molecular function"	"Pf00273"	"280717"	"A5PJX3; bta:280717; CON_P02769; O02787; P02769; P04277; Q3SZR2"	""	"ALB"	""	""	"0"	"0.010"	"0.010"	"100.000"	""	"100.000"	"100.000"	""	""	""	""	""	""	"6766658.28693091"	""	""	"1678498637.10619"	""	""	""	""	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"Not Found"	"Not Found"	"High"	"1"	""
"6278956872898285978"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN23047_c0_g1_i1.p1"	"ONUN2_DN23047_c0_g1_i1.p1"	"0.000"	"224.609"	"67"	"30"	"435"	"23"	"553"	"61.2"	"6.64"	"5734"	"30"	""	""	""	""	""	"ONUN2_DN23047_c0_g1_i1.p1"	""	""	""	""	"0"	"5.518"	"1.550"	"1.609"	"0.281"	"0.292"	"1.038"	"0.158455945672107"	"0.999999999117813"	"0.999999999999392"	"0.0988793927201029"	"0.352958203970099"	"0.999999999645348"	"58181266.0516262"	"321051927.112445"	"90188680.4891124"	"93640348.914792"	"55.88"	"11.90"	"56.13"	"24.21"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"22045720207062399"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2289_c0_g1_i5.p1"	"ONUN2_DN2289_c0_g1_i5.p1"	"0.000"	"218.347"	"61"	"23"	"662"	"3"	"451"	"50.0"	"5.10"	"9316"	"23"	""	""	""	""	""	"ONUN2_DN2289_c0_g1_i5.p1"	""	""	""	""	"0"	"3.392"	"2.704"	"1.209"	"0.797"	"0.356"	"0.447"	"0.374618689559216"	"0.921287045854876"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"103492595.210876"	"351015323.773835"	"279844214.945428"	"125085770.169769"	"75.07"	"23.80"	"72.86"	"27.82"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2789185220223633487"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2139_c0_g2_i2.p1"	"ONUN2_DN2139_c0_g2_i2.p1"	"0.000"	"215.267"	"66"	"27"	"615"	"27"	"351"	"39.5"	"5.87"	"8854"	"27"	""	""	""	""	""	"ONUN2_DN2139_c0_g2_i2.p1"	""	""	""	""	"0"	"0.010"	"0.141"	"1.059"	"80.612"	"100.000"	"7.515"	"0.0555100543670119"	"0.71580838410322"	"0.999999999999392"	"0.120661610375018"	"0.0693953559742"	"0.539354345522699"	"860549364.076453"	"1503625.75131899"	"121210463.978808"	"910930612.644859"	"57.41"	"133.26"	"10.04"	"107.57"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	""
"-4348999606121413175"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7530_c0_g1_i2.p1"	"ONUN2_DN7530_c0_g1_i2.p1"	"0.000"	"214.880"	"54"	"43"	"305"	"40"	"902"	"105.4"	"5.63"	"3726"	"43"	""	""	""	""	""	"ONUN2_DN7530_c0_g1_i2.p1"	""	""	""	""	"0"	"5.204"	"0.480"	"1.098"	"0.092"	"0.211"	"2.289"	""	""	""	"0.0857474346672672"	"0.365649802619601"	"0.999999999645348"	"19205243.5611386"	"99947960.7090999"	"9210449.65683847"	"21080383.3798634"	""	"36.96"	"63.92"	"51.14"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"4119528323819233760"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5225_c0_g1_i10.p1"	"ONUN2_DN5225_c0_g1_i10.p1"	"0.000"	"214.318"	"50"	"38"	"434"	"33"	"832"	"96.3"	"9.44"	"5552"	"38"	""	""	""	""	""	"ONUN2_DN5225_c0_g1_i10.p1"	""	""	""	""	"0"	"49.564"	"3.942"	"9.840"	"0.080"	"0.199"	"2.496"	"0.0512526857688899"	"0.534015923418655"	"0.999999999999392"	"0.0900286709804901"	"0.29680240160796"	"0.999999999645348"	"6352740.16689781"	"314869564.409274"	"25043181.0333466"	"62510005.5252784"	"77.21"	"13.68"	"39.19"	"68.41"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1837711562353147266"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6204_c0_g1_i14.p1"	"ONUN2_DN6204_c0_g1_i14.p1"	"0.000"	"209.736"	"68"	"33"	"540"	"30"	"582"	"65.0"	"6.49"	"6686"	"33"	""	""	""	""	""	"ONUN2_DN6204_c0_g1_i14.p1"	""	""	""	""	"0"	"6.051"	"2.546"	"1.233"	"0.421"	"0.204"	"0.484"	"0.350216419179106"	"0.999999999117813"	"0.999999999999392"	"0.507024527321337"	"0.574619589881294"	"0.999999999645348"	"42589922.1531813"	"257721640.985099"	"108429971.711891"	"52495648.7761383"	"64.71"	"18.76"	"73.86"	"70.61"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-3250780335933227192"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN64_c0_g1_i28.p1"	"ONUN2_DN64_c0_g1_i28.p1"	"0.000"	"204.940"	"17"	"63"	"140"	"63"	"4122"	"479.8"	"6.54"	"1134"	"63"	""	""	""	""	""	"ONUN2_DN64_c0_g1_i28.p1"	""	""	""	""	"0"	"4.617"	"0.630"	"5.739"	"0.136"	"1.243"	"9.113"	"0.856564134779591"	""	"0.999999999999392"	""	"0.999999999988872"	""	"5659646.01237333"	"26129105.1647336"	"3564054.69867917"	"32479723.3801651"	"134.04"	"60.85"	""	"58.78"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"1"	""
"-6464542157111644726"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3218_c1_g1_i1.p1"	"ONUN2_DN3218_c1_g1_i1.p1"	"0.000"	"203.602"	"51"	"32"	"396"	"32"	"796"	"89.7"	"5.83"	"5691"	"32"	""	""	""	""	""	"ONUN2_DN3218_c1_g1_i1.p1"	""	""	""	""	"0"	"1.839"	"1.014"	"1.060"	"0.552"	"0.577"	"1.046"	"0.235397424995289"	"0.999999999117813"	"0.999999999999392"	"0.17768810807734"	"0.580427181751982"	"0.999999999645348"	"100624316.475997"	"184998373.846021"	"102036449.085741"	"106701813.938708"	"28.74"	"8.83"	"21.57"	"37.10"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"412466745225545728"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3073_c0_g5_i1.p1"	"ONUN2_DN3073_c0_g5_i1.p1"	"0.000"	"202.455"	"63"	"19"	"511"	"13"	"432"	"46.9"	"6.76"	"8658"	"19"	""	""	""	""	""	"ONUN2_DN3073_c0_g5_i1.p1"	""	""	""	""	"0"	"3.600"	"0.248"	"1.958"	"0.069"	"0.544"	"7.886"	"0.308883630575819"	"0.229771840478408"	"0.999999999999392"	"0.0245541775335157"	"0.865263802222309"	"0.0790359527580946"	"332224443.809084"	"1196016533.11569"	"82477924.7917012"	"650445554.705689"	"41.65"	"14.04"	"80.42"	"35.90"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7295235651142920490"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5661_c0_g1_i11.p1"	"ONUN2_DN5661_c0_g1_i11.p1"	"0.000"	"201.346"	"64"	"29"	"635"	"20"	"575"	"61.7"	"6.23"	"8982"	"29"	""	""	""	""	""	"ONUN2_DN5661_c0_g1_i11.p1"	""	""	""	""	"0"	"2.839"	"1.145"	"1.312"	"0.403"	"0.462"	"1.146"	"0.664850248169198"	"0.999999999117813"	"0.999999999999392"	"0.426183231105562"	"0.999999999988872"	"0.999999999645348"	"192046398.489075"	"545234574.438953"	"219895907.512244"	"251980845.28678"	"48.12"	"24.47"	"69.81"	"41.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-8768556308404357456"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN15328_c0_g2_i2.p1"	"ONUN2_DN15328_c0_g2_i2.p1"	"0.000"	"201.314"	"75"	"18"	"1052"	"5"	"333"	"36.9"	"5.07"	"13331"	"18"	""	""	""	""	""	"ONUN2_DN15328_c0_g2_i2.p1"	""	""	""	""	"0"	"5.825"	"0.475"	"2.054"	"0.081"	"0.353"	"4.326"	"0.109787792970475"	"0.750769734234857"	"0.999999999999392"	"0.0301432586291523"	"0.451551201407903"	"0.190139196909345"	"22859144.6666921"	"133152579"	"10851139.2016331"	"46942566.7776166"	"24.79"	"37.60"	"14.62"	"68.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Not Found"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"3099689377285113734"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3554_c0_g1_i9.p1"	"ONUN2_DN3554_c0_g1_i9.p1"	"0.000"	"201.184"	"50"	"30"	"326"	"30"	"712"	"79.8"	"8.06"	"3783"	"30"	""	""	""	""	""	"ONUN2_DN3554_c0_g1_i9.p1"	""	""	""	""	"0"	"6.449"	"1.484"	"2.322"	"0.230"	"0.360"	"1.565"	"0.688320358684467"	"0.999999999117813"	"0.999999999999392"	"0.440671994700956"	"0.999999999988872"	"0.999999999645348"	"24571455.9455722"	"158453567.632998"	"36464534.6582213"	"57054367.9089787"	"57.17"	"15.25"	"99.69"	"35.44"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3973589334991488607"	"False"	"High"	"IsMasterProtein"	"CON_P04264"	"Keratin, type II cytoskeletal 1 OS=Homo sapiens GN=KRT1 PE=1 SV=6"	"0.000"	"199.365"	"58"	"31"	"725"	"24"	"644"	"66.0"	"8.12"	"12514"	"31"	"cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;other biological processes"	"non-structural extracellular;plasma membrane;other membranes;cytosol;cytoskeleton;other cell component"	"bone, tooth or skin structural activity;other molecular function"	"Pf00038, Pf16208, Pf16210"	"3848"	"B2RA01; CON_P04264; hsa:3848; P04264; P85925; P86104; Q14720; Q6GSJ0; Q9H298"	"ENSG00000167768"	"KRT1"	"Formation of the cornified envelope; Neutrophil degranulation"	"Corticotropin-releasing hormone signaling pathway; IL-24 Signaling pathway"	"5"	"0.572"	"1.205"	"0.730"	"2.108"	"1.277"	"0.606"	"0.799156418111368"	"0.999999999117813"	"0.999999999999392"	"0.923540315992128"	"0.999999999988872"	"0.999999999645348"	"225268136.401018"	"128788141.068389"	"271422935.240628"	"164429502.504148"	"51.23"	"89.93"	"30.31"	"22.35"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7862200644805381624"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN42908_c0_g1_i1.p1"	"ONUN2_DN42908_c0_g1_i1.p1"	"0.000"	"198.744"	"75"	"30"	"518"	"25"	"284"	"32.9"	"4.59"	"8705"	"30"	""	""	""	""	""	"ONUN2_DN42908_c0_g1_i1.p1"	""	""	""	""	"0"	"5.097"	"1.067"	"0.881"	"0.209"	"0.173"	"0.826"	"0.898826157741196"	"0.999999999117813"	"0.999999999999392"	"0.484490619173684"	"0.640745421889647"	"0.999999999645348"	"150177240.86641"	"765501563.181822"	"160243984.6653"	"132369732.909265"	"127.55"	"51.47"	"74.07"	"69.43"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-940002233519498213"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN43500_c0_g1_i6.p1"	"ONUN2_DN43500_c0_g1_i6.p1"	"0.000"	"195.454"	"52"	"41"	"343"	"38"	"1009"	"115.2"	"7.17"	"3784"	"41"	""	""	""	""	""	"ONUN2_DN43500_c0_g1_i6.p1"	""	""	""	""	"0"	"14.619"	"10.650"	"1.584"	"0.729"	"0.108"	"0.149"	"0.302913481657711"	"0.6015821935722"	"0.999999999999392"	"0.99999999999899"	"0.362917319571518"	"0.390278380769463"	"26548854.5839495"	"388123753"	"282756465.757652"	"42047777.4760208"	"131.08"	"27.79"	"90.91"	"30.67"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-5459959336829830854"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3026_c0_g1_i9.p1"	"ONUN2_DN3026_c0_g1_i9.p1"	"0.000"	"191.623"	"45"	"32"	"312"	"25"	"1271"	"142.9"	"7.12"	"3778"	"32"	""	""	""	""	""	"ONUN2_DN3026_c0_g1_i9.p1"	""	""	""	""	"0"	"2.390"	"17.969"	"1.912"	"7.518"	"0.800"	"0.106"	"0.693859381949098"	"0.0207099985454071"	"0.999999999999392"	"0.0773755510639089"	"0.999999999988872"	"0.0553404347227531"	"18781656.2491824"	"44889988"	"337493726.771046"	"35915449.9609918"	"40.37"	"25.99"	"86.18"	"34.20"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"1958467417753869974"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN15469_c0_g1_i1.p1"	"ONUN2_DN15469_c0_g1_i1.p1"	"0.000"	"190.315"	"45"	"44"	"354"	"44"	"1183"	"131.4"	"7.02"	"3678"	"44"	""	""	""	""	""	"ONUN2_DN15469_c0_g1_i1.p1"	""	""	""	""	"0"	"4.936"	"1.240"	"0.898"	"0.251"	"0.182"	"0.724"	"0.227064281587435"	"0.999999999117813"	"0.999999999999392"	"0.324015854520871"	"0.347489441146009"	"0.999999999645348"	"18693855.5570246"	"92264658.6666667"	"23177150.4215528"	"16781678.8194209"	"82.90"	"0.39"	"55.81"	"34.73"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
